"Gene","Non-unique Gene name","Annotation","Number_pos_present_in","Number_neg_present_in","Number_pos_not_present_in","Number_neg_not_present_in","Sensitivity","Specificity","Odds_ratio","Naive_p","Bonferroni_p","Benjamini_H_p","Max_Pairwise_comparisons","Max_supporting_pairs","Max_opposing_pairs","Best_pairwise_comp_p","Worst_pairwise_comp_p"
"group_11531","vgrG1_2","Actin cross-linking toxin VgrG1","2","39","90","161","2.1739130434782608","80.5","0.09173789173789174","1.776652116171419e-05","0.8822499078484032","0.00038176110248740945","4","2","3","0.625","1.0"
"tonB_1","","TonB energy transducing system - TonB subunit","2","39","90","161","2.1739130434782608","80.5","0.09173789173789174","1.776652116171419e-05","0.8822499078484032","0.00038176110248740945","5","1","4","0.375","0.375"
"group_19984","fhuA_3","ferrichrome / phage / antibiotic outer membrane porin FhuA","0","28","92","172","0.0","86.0","0.0","1.8884433488231317e-05","0.9377631981585908","0.0004043825779036614","2","0","2","0.5","0.5"
"group_3947","","hypothetical protein","0","28","92","172","0.0","86.0","0.0","1.8884433488231317e-05","0.9377631981585908","0.0004043825779036614","1","0","1","1.0","1.0"
"group_11832","msbA_2","ATP-binding lipopolysaccharide transport protein","0","28","92","172","0.0","86.0","0.0","1.8884433488231317e-05","0.9377631981585908","0.0004043825779036614","2","0","2","0.5","0.5"
"group_19453","","hypothetical protein","0","28","92","172","0.0","86.0","0.0","1.8884433488231317e-05","0.9377631981585908","0.0004043825779036614","2","0","2","0.5","0.5"
"group_19106","ygcG_1","putative protein","0","28","92","172","0.0","86.0","0.0","1.8884433488231317e-05","0.9377631981585908","0.0004043825779036614","2","0","2","0.5","0.5"
"group_6881","prpE","propionyl-CoA synthetase","0","28","92","172","0.0","86.0","0.0","1.8884433488231317e-05","0.9377631981585908","0.0004043825779036614","1","0","1","1.0","1.0"
"group_9540","nohA_1","Qin prophage; predicted packaging protein","0","28","92","172","0.0","86.0","0.0","1.8884433488231317e-05","0.9377631981585908","0.0004043825779036614","3","0","3","0.25","0.25"
"group_16886","fepC_3","ferric enterobactin ABC transporter - ATP binding subunit","0","28","92","172","0.0","86.0","0.0","1.8884433488231317e-05","0.9377631981585908","0.0004043825779036614","2","0","2","0.5","0.5"
"group_8970","iucA","N(2)-citryl-N(6)-acetyl-N(6)-hydroxylysine synthase","26","16","66","184","28.26086956521739","92.0","4.53030303030303","1.897543458179623e-05","0.9422821304628372","0.00040563156713854375","12","6","8","0.3876953125000001","1.0"
"group_19349","","hypothetical protein","26","16","66","184","28.26086956521739","92.0","4.53030303030303","1.897543458179623e-05","0.9422821304628372","0.00040563156713854375","14","9","5","0.4239501953124999","0.4239501953124999"
"group_11809","","hypothetical protein","26","16","66","184","28.26086956521739","92.0","4.53030303030303","1.897543458179623e-05","0.9422821304628372","0.00040563156713854375","11","7","8","0.22656250000000003","0.548828125"
"group_17137","malK_1","maltose ABC transporter - ATP binding subunit","26","16","66","184","28.26086956521739","92.0","4.53030303030303","1.897543458179623e-05","0.9422821304628372","0.00040563156713854375","14","12","6","0.012939453124999998","0.7905273437500004"
"glpQ","","glycerophosphoryl diester phosphodiesterase, periplasmic","68","186","24","14","73.91304347826086","7.000000000000001","0.2132616487455197","1.9631415474312698e-05","0.9748568296234199","0.00041947367883968153","10","3","8","0.10937500000000003","0.3437499999999999"
"group_10969","ydeH","diguanylate cyclase","53","62","39","138","57.608695652173914","69.0","3.0248138957816377","1.985932255873943e-05","0.9861742396218827","0.0004241609632782291","1","1","1","1.0","1.0"
"group_17084","","hypothetical protein","44","45","48","155","47.82608695652174","77.5","3.1574074074074074","1.9891477151251727e-05","0.9877709723768583","0.00042466507840793565","12","4","9","0.14599609375000003","0.3876953125000001"
"group_7891","","hypothetical protein","6","55","86","145","6.521739130434782","72.5","0.1839323467230444","2.0116079223418565e-05","0.9989242620765191","0.00042927557459240183","6","2","5","0.21875000000000003","0.6875000000000002"
"motA_1","","MotA protein, proton conductor component of motor; no effect on switching","54","64","38","136","58.69565217391305","68.0","3.0197368421052633","2.0852369579299235e-05","1.0","0.00044441500796945987","13","3","10","0.09228515625000003","0.09228515625000003"
"group_16799","","hypothetical protein","54","64","38","136","58.69565217391305","68.0","3.0197368421052633","2.0852369579299235e-05","1.0","0.00044441500796945987","3","2","2","1.0","1.0"
"fliS_2","","flagellar biosynthesis protein FliS","54","64","38","136","58.69565217391305","68.0","3.0197368421052633","2.0852369579299235e-05","1.0","0.00044441500796945987","13","3","10","0.09228515625000003","0.09228515625000003"
"group_13444","mntP","manganese export protein","49","54","43","146","53.2608695652174","73.0","3.0809646856158484","2.1004040943845544e-05","1.0","0.0004474554548217426","13","11","4","0.022460937500000003","0.26684570312499983"
"group_5098","znuB_2","Zn2+ ABC transporter - membrane subunit","3","43","89","157","3.260869565217391","78.5","0.12307290305722499","2.1260204600415335e-05","1.0","0.0004527183705177636","17","3","15","0.002349853515625","0.012725830078125003"
"group_4855","","hypothetical protein","38","35","54","165","41.30434782608695","82.5","3.3174603174603177","2.200371949873276e-05","1.0","0.00046824068871077366","16","6","12","0.076812744140625","0.45449829101562506"
"group_19268","yghD","putative secretion pathway protein, M-type protein, membrane anchored","31","24","61","176","33.69565217391305","88.0","3.726775956284153","2.2008010138365333e-05","1.0","0.00046824068871077366","11","10","4","0.011718750000000002","0.548828125"
"group_6550","","hypothetical protein","1","34","91","166","1.0869565217391304","83.0","0.053652230122818355","2.203677117551777e-05","1.0","0.0004682507415634837","7","1","6","0.125","0.125"
"group_2620","ydfA","Qin prophage; predicted protein","1","34","91","166","1.0869565217391304","83.0","0.053652230122818355","2.203677117551777e-05","1.0","0.0004682507415634837","8","1","8","0.0078125","0.0703125"
"group_4452","yddA","YddA complex","1","34","91","166","1.0869565217391304","83.0","0.053652230122818355","2.203677117551777e-05","1.0","0.0004682507415634837","10","1","9","0.021484374999999997","0.021484374999999997"
"group_8025","agaS","putative tagatose-6-phosphate aldose/ketose isomerase","20","9","72","191","21.73913043478261","95.5","5.895061728395062","2.2359040960270922e-05","1.0","0.00047411206260993373","9","6","5","0.5078125","1.0"
"group_2952","vgrG1_2","Actin cross-linking toxin VgrG1","20","9","72","191","21.73913043478261","95.5","5.895061728395062","2.2359040960270922e-05","1.0","0.00047411206260993373","8","4","5","0.7265625000000002","1.0"
"group_8415","","hypothetical protein","20","9","72","191","21.73913043478261","95.5","5.895061728395062","2.2359040960270922e-05","1.0","0.00047411206260993373","11","7","5","0.548828125","0.9999999999999997"
"group_16855","yiaM_2","2,3-diketo-L-gulonate:Na+ symporter - membrane subunit","17","88","75","112","18.478260869565215","56.00000000000001","0.2884848484848485","2.23603538328661e-05","1.0","0.00047411206260993373","11","3","9","0.06542968749999997","0.22656250000000003"
"yjcE_2","","YjcE CPA1 transporter","17","88","75","112","18.478260869565215","56.00000000000001","0.2884848484848485","2.23603538328661e-05","1.0","0.00047411206260993373","11","3","9","0.06542968749999997","0.22656250000000003"
"dinD","","DNA-damage-inducible protein","36","132","56","68","39.130434782608695","34.0","0.33116883116883117","2.2827802008718863e-05","1.0","0.0004838168980576019","6","3","4","0.6875000000000002","1.0"
"group_31224","","hypothetical protein","9","0","83","200","9.782608695652174","100.0","inf","2.313582681977891e-05","1.0","0.000488053903235591","5","5","0","0.0625","0.0625"
"group_31766","","hypothetical protein","9","0","83","200","9.782608695652174","100.0","inf","2.313582681977891e-05","1.0","0.000488053903235591","3","3","0","0.25","0.25"
"group_31247","","hypothetical protein","9","0","83","200","9.782608695652174","100.0","inf","2.313582681977891e-05","1.0","0.000488053903235591","5","5","0","0.0625","0.0625"
"group_31769","","hypothetical protein","9","0","83","200","9.782608695652174","100.0","inf","2.313582681977891e-05","1.0","0.000488053903235591","3","3","0","0.25","0.25"
"tar_2","","hypothetical protein","9","0","83","200","9.782608695652174","100.0","inf","2.313582681977891e-05","1.0","0.000488053903235591","2","2","0","0.5","0.5"
"group_32351","","hypothetical protein","9","0","83","200","9.782608695652174","100.0","inf","2.313582681977891e-05","1.0","0.000488053903235591","5","5","0","0.0625","0.0625"
"dgoD_2","","D-galactonate dehydratase","9","0","83","200","9.782608695652174","100.0","inf","2.313582681977891e-05","1.0","0.000488053903235591","1","1","0","1.0","1.0"
"group_24018","holE_2","DNA polymerase III, th subunit","9","0","83","200","9.782608695652174","100.0","inf","2.313582681977891e-05","1.0","0.000488053903235591","3","3","0","0.25","0.25"
"group_24024","","hypothetical protein","9","0","83","200","9.782608695652174","100.0","inf","2.313582681977891e-05","1.0","0.000488053903235591","3","3","0","0.25","0.25"
"group_11214","mrp_2","putative ATPase","9","0","83","200","9.782608695652174","100.0","inf","2.313582681977891e-05","1.0","0.000488053903235591","2","2","0","0.5","0.5"
"group_24025","","hypothetical protein","9","0","83","200","9.782608695652174","100.0","inf","2.313582681977891e-05","1.0","0.000488053903235591","3","3","0","0.25","0.25"
"nrfD","","formate dependent nitrate reductase - NrfD subunit","91","167","1","33","98.91304347826086","16.5","17.982035928143713","2.3442955767075994e-05","1.0","0.0004936939344705088","8","7","1","0.0703125","0.0703125"
"trg_1","","methyl accepting chemotaxis protein - ribose/galactose/glucose sensing","1","33","91","167","1.0869565217391304","83.5","0.05561105561105561","2.3442955767075994e-05","1.0","0.0004936939344705088","7","1","6","0.125","0.125"
"vgrG1_4","","Actin cross-linking toxin VgrG1","1","33","91","167","1.0869565217391304","83.5","0.05561105561105561","2.3442955767075994e-05","1.0","0.0004936939344705088","4","1","3","0.625","0.625"
"group_4131","yfdN","CPS-53 (KpLE1) prophage; predicted protein","1","33","91","167","1.0869565217391304","83.5","0.05561105561105561","2.3442955767075994e-05","1.0","0.0004936939344705088","6","1","5","0.21875000000000003","0.21875000000000003"
"group_26479","yjjM","putative DNA-binding transcriptional regulator","17","87","75","113","18.478260869565215","56.49999999999999","0.29440613026819923","2.4231948691091985e-05","1.0","0.000510093305681325","11","4","8","0.22656250000000003","0.548828125"
"group_19777","ydfD_2","Qin prophage; predicted protein","12","2","80","198","13.043478260869565","99.0","14.85","2.80451455136676e-05","1.0","0.0005886161605738402","3","1","2","1.0","1.0"
"group_19958","","hypothetical protein","12","2","80","198","13.043478260869565","99.0","14.85","2.80451455136676e-05","1.0","0.0005886161605738402","3","2","1","1.0","1.0"
"dicB_2","","Qin prophage; cell division inhibition protein","12","2","80","198","13.043478260869565","99.0","14.85","2.80451455136676e-05","1.0","0.0005886161605738402","3","1","2","1.0","1.0"
"group_28001","","hypothetical protein","12","2","80","198","13.043478260869565","99.0","14.85","2.80451455136676e-05","1.0","0.0005886161605738402","5","3","2","1.0","1.0"
"group_22271","","hypothetical protein","12","2","80","198","13.043478260869565","99.0","14.85","2.80451455136676e-05","1.0","0.0005886161605738402","7","6","1","0.125","0.125"
"group_4148","","hypothetical protein","12","2","80","198","13.043478260869565","99.0","14.85","2.80451455136676e-05","1.0","0.0005886161605738402","6","5","1","0.21875000000000003","0.21875000000000003"
"group_15965","yjjM","putative DNA-binding transcriptional regulator","12","2","80","198","13.043478260869565","99.0","14.85","2.80451455136676e-05","1.0","0.0005886161605738402","7","6","2","0.125","0.4531249999999996"
"group_19593","","hypothetical protein","34","29","58","171","36.95652173913043","85.5","3.456599286563615","2.8687563994145767e-05","1.0","0.0006015908162252072","11","7","5","0.548828125","0.9999999999999997"
"group_28003","","hypothetical protein","34","29","58","171","36.95652173913043","85.5","3.456599286563615","2.8687563994145767e-05","1.0","0.0006015908162252072","11","6","6","0.9999999999999997","0.9999999999999997"
"group_16892","","hypothetical protein","21","11","71","189","22.82608695652174","94.5","5.081946222791293","2.898938657483584e-05","1.0","0.0006068950078133213","12","7","7","0.7744140625000003","0.7744140625000003"
"group_14402","","hypothetical protein","21","11","71","189","22.82608695652174","94.5","5.081946222791293","2.898938657483584e-05","1.0","0.0006068950078133213","9","4","5","1.0","1.0"
"vapB_2","","Antitoxin VapB","21","11","71","189","22.82608695652174","94.5","5.081946222791293","2.898938657483584e-05","1.0","0.0006068950078133213","12","7","7","0.7744140625000003","0.7744140625000003"
"group_22934","malK_2","maltose ABC transporter - ATP binding subunit","21","11","71","189","22.82608695652174","94.5","5.081946222791293","2.898938657483584e-05","1.0","0.0006068950078133213","7","2","5","0.4531249999999996","0.4531249999999996"
"group_1617","","hypothetical protein","62","82","30","118","67.3913043478261","59.0","2.9739837398373985","3.035680959227617e-05","1.0","0.0006352542986655078","23","17","11","0.03468966484069824","0.9999999999999998"
"group_13322","slt","soluble lytic murein transglycosylase","61","80","31","120","66.30434782608695","60.0","2.9516129032258065","3.11511790617707e-05","1.0","0.0006516028853620091","9","5","5","1.0","1.0"
"group_2047","","hypothetical protein","30","23","62","177","32.608695652173914","88.5","3.723702664796634","3.131484033199794e-05","1.0","0.0006547504594553069","16","10","9","0.45449829101562506","0.8036193847656252"
"elmGT","","Elloramycin glycosyltransferase ElmGT","2","38","90","162","2.1739130434782608","81.0","0.09473684210526316","3.142138988028549e-05","1.0","0.0006564254853492708","7","2","6","0.125","0.4531249999999996"
"yneF","","putative diguanylate cyclase","90","162","2","38","97.82608695652173","19.0","10.555555555555555","3.142138988028549e-05","1.0","0.0006564254853492708","6","4","2","0.6875000000000002","0.6875000000000002"
"group_19177","","hypothetical protein","52","61","40","139","56.52173913043478","69.5","2.962295081967213","3.153843446755599e-05","1.0","0.0006585935991547079","4","2","2","1.0","1.0"
"group_18438","rbsA_2","ribose ABC transporter - putative ATP binding subunit","13","76","79","124","14.130434782608695","62.0","0.2684876748834111","3.287404534542963e-05","1.0","0.0006859072872955229","8","4","6","0.2890624999999999","1.0"
"group_21329","rbsC_2","ribose ABC transporter - membrane subunit","13","76","79","124","14.130434782608695","62.0","0.2684876748834111","3.287404534542963e-05","1.0","0.0006859072872955229","8","4","6","0.2890624999999999","1.0"
"yeaV","","putative transporter","40","39","52","161","43.47826086956522","80.5","3.175542406311637","3.2911086247446614e-05","1.0","0.0006863917349330971","8","7","1","0.0703125","0.0703125"
"group_3469","symE","toxin-like protein of the SOS response","16","84","76","116","17.391304347826086","57.99999999999999","0.2907268170426065","3.309742664315667e-05","1.0","0.0006896987042576054","13","5","10","0.09228515625000003","0.5810546875"
"group_19260","yiaO_3","2,3-diketo-L-gulonate:Na+ symporter - periplasmic binding protein","16","84","76","116","17.391304347826086","57.99999999999999","0.2907268170426065","3.309742664315667e-05","1.0","0.0006896987042576054","9","4","6","0.5078125","1.0"
"ymfK_1","","e14 prophage; predicted repressor protein","24","15","68","185","26.08695652173913","92.5","4.352941176470588","3.335202648795148e-05","1.0","0.0006944213548589916","11","5","6","0.9999999999999997","0.9999999999999997"
"yehA","","putative type-1 fimbrial protein","68","185","24","15","73.91304347826086","7.5","0.22972972972972974","3.335202648795148e-05","1.0","0.0006944213548589916","14","7","10","0.17956542968750003","1.0"
"group_12278","","hypothetical protein","13","75","79","125","14.130434782608695","62.5","0.2742616033755274","3.450955332594171e-05","1.0","0.0007179201504229633","8","4","6","0.2890624999999999","1.0"
"group_18436","rbsC_2","ribose ABC transporter - membrane subunit","13","75","79","125","14.130434782608695","62.5","0.2742616033755274","3.450955332594171e-05","1.0","0.0007179201504229633","8","4","6","0.2890624999999999","1.0"
"group_26258","","hypothetical protein","0","27","92","173","0.0","86.5","0.0","3.520569804095096e-05","1.0","0.0007248111746755982","2","0","2","0.5","0.5"
"group_13325","","hypothetical protein","0","27","92","173","0.0","86.5","0.0","3.520569804095096e-05","1.0","0.0007248111746755982","5","0","5","0.0625","0.0625"
"group_26737","","hypothetical protein","0","27","92","173","0.0","86.5","0.0","3.520569804095096e-05","1.0","0.0007248111746755982","3","0","3","0.25","0.25"
"group_26275","","hypothetical protein","0","27","92","173","0.0","86.5","0.0","3.520569804095096e-05","1.0","0.0007248111746755982","2","0","2","0.5","0.5"
"group_19054","","hypothetical protein","0","27","92","173","0.0","86.5","0.0","3.520569804095096e-05","1.0","0.0007248111746755982","2","0","2","0.5","0.5"
"group_26738","","hypothetical protein","0","27","92","173","0.0","86.5","0.0","3.520569804095096e-05","1.0","0.0007248111746755982","3","0","3","0.25","0.25"
"group_26276","","hypothetical protein","0","27","92","173","0.0","86.5","0.0","3.520569804095096e-05","1.0","0.0007248111746755982","2","0","2","0.5","0.5"
"group_8424","","hypothetical protein","0","27","92","173","0.0","86.5","0.0","3.520569804095096e-05","1.0","0.0007248111746755982","3","0","3","0.25","0.25"
"group_3273","tfaD_2","DLP12 prophage; predicted tail fiber assembly protein","0","27","92","173","0.0","86.5","0.0","3.520569804095096e-05","1.0","0.0007248111746755982","1","0","1","1.0","1.0"
"ybgD_1","","putative fimbrial-like adhesin protein","0","27","92","173","0.0","86.5","0.0","3.520569804095096e-05","1.0","0.0007248111746755982","5","0","5","0.0625","0.0625"
"group_26277","","hypothetical protein","0","27","92","173","0.0","86.5","0.0","3.520569804095096e-05","1.0","0.0007248111746755982","2","0","2","0.5","0.5"
"group_23038","","hypothetical protein","0","27","92","173","0.0","86.5","0.0","3.520569804095096e-05","1.0","0.0007248111746755982","1","0","1","1.0","1.0"
"cdiA_1","","tRNA nuclease CdiA","0","27","92","173","0.0","86.5","0.0","3.520569804095096e-05","1.0","0.0007248111746755982","2","0","2","0.5","0.5"
"group_1473","yeeR","CP4-44 prophage; predicted membrane protein","0","27","92","173","0.0","86.5","0.0","3.520569804095096e-05","1.0","0.0007248111746755982","8","0","8","0.0078125","0.0078125"
"group_26278","","hypothetical protein","0","27","92","173","0.0","86.5","0.0","3.520569804095096e-05","1.0","0.0007248111746755982","2","0","2","0.5","0.5"
"group_22010","","hypothetical protein","0","27","92","173","0.0","86.5","0.0","3.520569804095096e-05","1.0","0.0007248111746755982","2","0","2","0.5","0.5"
"group_10443","","hypothetical protein","0","27","92","173","0.0","86.5","0.0","3.520569804095096e-05","1.0","0.0007248111746755982","1","0","1","1.0","1.0"
"yfjT","","CP4-57 prophage; predicted protein","0","27","92","173","0.0","86.5","0.0","3.520569804095096e-05","1.0","0.0007248111746755982","2","0","2","0.5","0.5"
"group_26470","","hypothetical protein","0","27","92","173","0.0","86.5","0.0","3.520569804095096e-05","1.0","0.0007248111746755982","2","0","2","0.5","0.5"
"group_2968","mprA_1","MprA-CCCP","0","27","92","173","0.0","86.5","0.0","3.520569804095096e-05","1.0","0.0007248111746755982","3","0","3","0.25","0.25"
"group_26513","","hypothetical protein","0","27","92","173","0.0","86.5","0.0","3.520569804095096e-05","1.0","0.0007248111746755982","2","0","2","0.5","0.5"
"group_26495","","hypothetical protein","0","27","92","173","0.0","86.5","0.0","3.520569804095096e-05","1.0","0.0007248111746755982","2","0","2","0.5","0.5"
"group_19280","","hypothetical protein","0","27","92","173","0.0","86.5","0.0","3.520569804095096e-05","1.0","0.0007248111746755982","2","0","2","0.5","0.5"
"group_9295","","hypothetical protein","0","27","92","173","0.0","86.5","0.0","3.520569804095096e-05","1.0","0.0007248111746755982","2","0","2","0.5","0.5"
"group_26736","","hypothetical protein","0","27","92","173","0.0","86.5","0.0","3.520569804095096e-05","1.0","0.0007248111746755982","3","0","3","0.25","0.25"
"group_3562","insD","Qin prophage; predicted transposase","20","10","72","190","21.73913043478261","95.0","5.277777777777778","3.6310819481530875e-05","1.0","0.0007466022144408592","3","2","1","1.0","1.0"
"tagF","","CDP-glycerol:poly(glycerophosphate) glycerophosphotransferase","20","10","72","190","21.73913043478261","95.0","5.277777777777778","3.6310819481530875e-05","1.0","0.0007466022144408592","7","2","5","0.4531249999999996","0.4531249999999996"
"group_2092","stfE","e14 prophage; predicted side tail fiber protein fragment","13","3","79","197","14.130434782608695","98.5","10.80590717299578","3.638441658840226e-05","1.0","0.0007466022144408592","4","2","2","1.0","1.0"
"group_21826","","hypothetical protein","13","3","79","197","14.130434782608695","98.5","10.80590717299578","3.638441658840226e-05","1.0","0.0007466022144408592","5","3","2","1.0","1.0"
"group_31337","","hypothetical protein","13","3","79","197","14.130434782608695","98.5","10.80590717299578","3.638441658840226e-05","1.0","0.0007466022144408592","5","2","3","1.0","1.0"
"group_5174","","hypothetical protein","13","3","79","197","14.130434782608695","98.5","10.80590717299578","3.638441658840226e-05","1.0","0.0007466022144408592","5","3","2","1.0","1.0"
"yjcS","","putative alkyl sulfatase","79","197","13","3","85.86956521739131","1.5","0.09254197579070675","3.638441658840226e-05","1.0","0.0007466022144408592","5","2","3","1.0","1.0"
"group_1494","","hypothetical protein","13","3","79","197","14.130434782608695","98.5","10.80590717299578","3.638441658840226e-05","1.0","0.0007466022144408592","4","4","1","0.125","0.625"
"group_10824","hofC","protein transport protein HofC","0","26","92","174","0.0","87.0","0.0","3.67426149702831e-05","1.0","0.0007483858794890558","3","0","3","0.25","0.25"
"group_19606","ugd","UDP-glucose 6-dehydrogenase","0","26","92","174","0.0","87.0","0.0","3.67426149702831e-05","1.0","0.0007483858794890558","7","0","7","0.015625","0.015625"
"group_26728","","hypothetical protein","0","26","92","174","0.0","87.0","0.0","3.67426149702831e-05","1.0","0.0007483858794890558","2","0","2","0.5","0.5"
"group_22024","","hypothetical protein","0","26","92","174","0.0","87.0","0.0","3.67426149702831e-05","1.0","0.0007483858794890558","2","0","2","0.5","0.5"
"group_11442","yfdT","CPS-53 (KpLE1) prophage; predicted protein","0","26","92","174","0.0","87.0","0.0","3.67426149702831e-05","1.0","0.0007483858794890558","1","0","1","1.0","1.0"
"group_26705","","hypothetical protein","0","26","92","174","0.0","87.0","0.0","3.67426149702831e-05","1.0","0.0007483858794890558","2","0","2","0.5","0.5"
"group_22252","","hypothetical protein","0","26","92","174","0.0","87.0","0.0","3.67426149702831e-05","1.0","0.0007483858794890558","2","0","2","0.5","0.5"
"group_10834","","hypothetical protein","0","26","92","174","0.0","87.0","0.0","3.67426149702831e-05","1.0","0.0007483858794890558","4","0","4","0.125","0.125"
"iadA","","isoaspartyl dipeptidase","92","174","0","26","100.0","13.0","inf","3.67426149702831e-05","1.0","0.0007483858794890558","5","5","0","0.0625","0.0625"
"group_26707","","hypothetical protein","0","26","92","174","0.0","87.0","0.0","3.67426149702831e-05","1.0","0.0007483858794890558","2","0","2","0.5","0.5"
"group_26672","","hypothetical protein","0","26","92","174","0.0","87.0","0.0","3.67426149702831e-05","1.0","0.0007483858794890558","1","0","1","1.0","1.0"
"group_18728","","hypothetical protein","0","26","92","174","0.0","87.0","0.0","3.67426149702831e-05","1.0","0.0007483858794890558","5","0","5","0.0625","0.0625"
"group_26727","","hypothetical protein","0","26","92","174","0.0","87.0","0.0","3.67426149702831e-05","1.0","0.0007483858794890558","2","0","2","0.5","0.5"
"group_7004","","hypothetical protein","0","26","92","174","0.0","87.0","0.0","3.67426149702831e-05","1.0","0.0007483858794890558","4","0","4","0.125","0.125"
"group_8164","","hypothetical protein","0","26","92","174","0.0","87.0","0.0","3.67426149702831e-05","1.0","0.0007483858794890558","3","0","3","0.25","0.25"
"group_6097","","hypothetical protein","0","26","92","174","0.0","87.0","0.0","3.67426149702831e-05","1.0","0.0007483858794890558","2","0","2","0.5","0.5"
"group_6473","","hypothetical protein","0","26","92","174","0.0","87.0","0.0","3.67426149702831e-05","1.0","0.0007483858794890558","5","0","5","0.0625","0.0625"
"group_11528","cas3","CRISPR-associated nuclease/helicase Cas3 subtype I-F/YPEST","0","26","92","174","0.0","87.0","0.0","3.67426149702831e-05","1.0","0.0007483858794890558","3","0","3","0.25","0.25"
"mhpD_2","","2-hydroxypentadienoate hydratase","3","42","89","158","3.260869565217391","79.0","0.12680577849117175","3.7243117485900615e-05","1.0","0.0007582692612197019","11","2","9","0.06542968749999997","0.06542968749999997"
"group_1537","","hypothetical protein","25","16","67","184","27.173913043478258","92.0","4.291044776119403","3.7464828846238516e-05","1.0","0.0007618462206578674","12","10","6","0.038574218750000014","1.0"
"group_3960","yzgL","putative protein","25","16","67","184","27.173913043478258","92.0","4.291044776119403","3.7464828846238516e-05","1.0","0.0007618462206578674","7","6","5","0.125","0.4531249999999996"
"group_16867","kpsM","Polysialic acid transport protein KpsM","25","16","67","184","27.173913043478258","92.0","4.291044776119403","3.7464828846238516e-05","1.0","0.0007618462206578674","13","11","6","0.022460937500000003","0.9999999999999999"
"group_16280","","hypothetical protein","35","31","57","169","38.04347826086957","84.5","3.347481607243916","3.775140578339775e-05","1.0","0.0007673595204224173","17","8","10","0.629058837890625","0.9999999999999998"
"group_14549","","hypothetical protein","5","50","87","150","5.434782608695652","75.0","0.1724137931034483","3.848347305732588e-05","1.0","0.0007812805826167983","7","4","4","0.9999999999999998","0.9999999999999998"
"torI","","prophage excisionase and response regulator inhibitor","5","50","87","150","5.434782608695652","75.0","0.1724137931034483","3.848347305732588e-05","1.0","0.0007812805826167983","14","3","12","0.012939453124999998","0.05737304687500002"
"group_16831","yfbS_1","putative transport protein","5","50","87","150","5.434782608695652","75.0","0.1724137931034483","3.848347305732588e-05","1.0","0.0007812805826167983","10","3","7","0.3437499999999999","0.3437499999999999"
"yadD","","putative transposase","17","86","75","114","18.478260869565215","56.99999999999999","0.30046511627906974","3.876308434467115e-05","1.0","0.0007866355710615773","8","4","6","0.2890624999999999","1.0"
"group_5536","","hypothetical protein","48","54","44","146","52.17391304347826","73.0","2.9494949494949494","3.92282526061547e-05","1.0","0.0007954253033550144","7","2","6","0.125","0.4531249999999996"
"ybcC","","DLP12 prophage; predicted exonuclease","48","54","44","146","52.17391304347826","73.0","2.9494949494949494","3.92282526061547e-05","1.0","0.0007954253033550144","7","2","6","0.125","0.4531249999999996"
"ynfF","","oxidoreductase subunit","91","168","1","32","98.91304347826086","16.0","17.333333333333332","3.9540362979237695e-05","1.0","0.0007994687886087074","8","7","1","0.0703125","0.0703125"
"bacA","","undecaprenyl pyrophosphate phosphatase","91","168","1","32","98.91304347826086","16.0","17.333333333333332","3.9540362979237695e-05","1.0","0.0007994687886087074","5","5","1","0.0625","0.375"
"group_9034","","hypothetical protein","1","32","91","168","1.0869565217391304","84.0","0.057692307692307696","3.9540362979237695e-05","1.0","0.0007994687886087074","5","1","4","0.375","0.375"
"group_5106","ybhJ","putative hydratase","1","32","91","168","1.0869565217391304","84.0","0.057692307692307696","3.9540362979237695e-05","1.0","0.0007994687886087074","7","1","6","0.125","0.125"
"hpcD","","5-carboxymethyl-2-hydroxymuconate Delta-isomerase","1","32","91","168","1.0869565217391304","84.0","0.057692307692307696","3.9540362979237695e-05","1.0","0.0007994687886087074","10","1","9","0.021484374999999997","0.021484374999999997"
"group_16468","","hypothetical protein","1","32","91","168","1.0869565217391304","84.0","0.057692307692307696","3.9540362979237695e-05","1.0","0.0007994687886087074","9","1","8","0.0390625","0.0390625"
"ulaB_2","","Ascorbate-specific phosphotransferase enzyme IIB component","1","32","91","168","1.0869565217391304","84.0","0.057692307692307696","3.9540362979237695e-05","1.0","0.0007994687886087074","4","1","3","0.625","0.625"
"hsdM_2","","host modification; DNA methylase M","41","41","51","159","44.565217391304344","79.5","3.1176470588235294","3.9779553145093883e-05","1.0","0.0008039776353598177","12","3","9","0.14599609375000003","0.14599609375000003"
"yjiR","","putative regulator","54","66","38","134","58.69565217391305","67.0","2.8851674641148324","4.104884764477992e-05","1.0","0.0008292936030693576","14","5","11","0.05737304687500002","0.4239501953124999"
"group_1644","","hypothetical protein","14","4","78","196","15.217391304347828","98.0","8.794871794871796","4.164737979574136e-05","1.0","0.0008393366825880375","7","3","4","0.9999999999999998","0.9999999999999998"
"group_5485","","hypothetical protein","14","4","78","196","15.217391304347828","98.0","8.794871794871796","4.164737979574136e-05","1.0","0.0008393366825880375","8","4","4","1.0","1.0"
"group_8614","hokE_4","HokE","14","4","78","196","15.217391304347828","98.0","8.794871794871796","4.164737979574136e-05","1.0","0.0008393366825880375","7","3","4","0.9999999999999998","0.9999999999999998"
